Name,Formula,MainIon,Calc Mass,Class,FA,FA Group Key
PE(18:0e_18:2),C41 H80 O7 N1 P1,#NAME?,729.5672,PE,18:0e_18:2,36:2e
PE(18:0e_18:3),C41 H78 O7 N1 P1,#NAME?,727.5516,PE,18:0e_18:3,36:3e
PE(18:0p_18:1),C41 H80 O7 N1 P1,#NAME?,729.5672,PE,18:0p_18:1,36:1p
PE(18:0p_18:2),C41 H78 O7 N1 P1,#NAME?,727.5516,PE,18:0p_18:2,36:2p
PE(18:1_18:1),C41 H78 O8 N1 P1,#NAME?,743.5465,PE,18:1_18:1,36:02:00
PE(18:1_18:1),C41 H78 O8 N1 P1,#NAME?,743.5465,PE,18:1_18:1,36:02:00
PE(18:1_18:1),C41 H78 O8 N1 P1,#NAME?,743.5465,PE,18:1_18:1,36:02:00
PE(18:1_18:1),C41 H78 O8 N1 P1,#NAME?,743.5465,PE,18:1_18:1,36:02:00
PE(18:1_18:1),C41 H78 O8 N1 P1,#NAME?,743.5465,PE,18:1_18:1,36:02:00
PE(18:1_18:2),C41 H76 O8 N1 P1,#NAME?,741.5309,PE,18:1_18:2,36:03:00
PE(18:1p_18:1),C41 H78 O7 N1 P1,#NAME?,727.5516,PE,18:1p_18:1,36:2p
PE(18:2_18:2),C41 H74 O8 N1 P1,#NAME?,739.5152,PE,18:2_18:2,36:04:00
PE(18:2e_19:0),C42 H82 O7 N1 P1,#NAME?,743.5829,PE,18:2e_19:0,37:2e
PE(18:3_18:2),C41 H72 O8 N1 P1,#NAME?,737.4996,PE,18:3_18:2,36:05:00
PE(18:3_18:3),C41 H70 O8 N1 P1,#NAME?,735.4839,PE,18:3_18:3,36:06:00
PE(19:0_18:3),C42 H78 O8 N1 P1,#NAME?,755.5465,PE,19:0_18:3,37:03:00
PE(19:1_17:0),C41 H80 O8 N1 P1,#NAME?,745.5622,PE,19:1_17:0,36:01:00
PE(19:1_20:5),C44 H76 O8 N1 P1,#NAME?,777.5309,PE,19:1_20:5,39:06:00
PE(20:0_18:1),C43 H84 O8 N1 P1,#NAME?,773.5935,PE,20:0_18:1,38:01:00
PE(20:0e_18:1),C43 H86 O7 N1 P1,#NAME?,759.6142,PE,20:0e_18:1,38:1e
PE(20:0e_18:2),C43 H84 O7 N1 P1,#NAME?,757.5985,PE,20:0e_18:2,38:2e
PE(20:0e_18:3),C43 H82 O7 N1 P1,#NAME?,755.5829,PE,20:0e_18:3,38:3e
PE(20:0p_18:1),C43 H84 O7 N1 P1,#NAME?,757.5985,PE,20:0p_18:1,38:1p
PE(20:1_18:1),C43 H82 O8 N1 P1,#NAME?,771.5778,PE,20:1_18:1,38:02:00
PE(20:1e_18:1),C43 H84 O7 N1 P1,#NAME?,757.5985,PE,20:1e_18:1,38:2e
PE(20:2e_19:0),C44 H86 O7 N1 P1,#NAME?,771.6142,PE,20:2e_19:0,39:2e
PE(29:1_6:0),C40 H78 O8 N1 P1,#NAME?,731.5465,PE,29:1_6:0,35:01:00
PE(34:3e),C39 H74 O7 N1 P1,#NAME?,699.5203,PE,34:3e,34:3e
PE(36:3),C41 H76 O8 N1 P1,#NAME?,741.5309,PE,36:03:00,36:03:00
PE(37:3e),C42 H80 O7 N1 P1,#NAME?,741.5672,PE,37:3e,37:3e
PE(6:0_12:1),C23 H44 O8 N1 P1,#NAME?,493.2805,PE,6:0_12:1,18:01
PE(8:0_10:0),C23 H46 O8 N1 P1,#NAME?,495.2961,PE,8:0_10:0,18:00
PE(8:0e_10:0),C23 H48 O7 N1 P1,#NAME?,481.3168,PE,8:0e_10:0,18:0e
PE(8:0e_10:0),C23 H48 O7 N1 P1,#NAME?,481.3168,PE,8:0e_10:0,18:0e
PE(8:0e_10:3),C23 H42 O7 N1 P1,#NAME?,475.2699,PE,8:0e_10:3,18:3e
PE(8:0e_10:3),C23 H42 O7 N1 P1,#NAME?,475.2699,PE,8:0e_10:3,18:3e
PE(8:1e_10:0),C23 H46 O7 N1 P1,#NAME?,479.3012,PE,8:1e_10:0,18:1e
PE(8:1e_10:1),C23 H44 O7 N1 P1,#NAME?,477.2855,PE,8:1e_10:1,18:2e
PE(8:1e_10:1),C23 H44 O7 N1 P1,#NAME?,477.2855,PE,8:1e_10:1,18:2e
PE(8:1e_9:0),C22 H44 O7 N1 P1,#NAME?,465.2855,PE,8:1e_9:0,17:1e
PE(9:0_24:2),C38 H72 O8 N1 P1,#NAME?,701.4996,PE,9:0_24:2,33:02:00
PS(14:1e_19:1),C39 H74 O9 N1 P1,#NAME?,731.5101,PS,14:1e_19:1,33:2e
PS(16:1_18:1),C40 H74 O10 N1 P1,#NAME?,759.505,PS,16:1_18:1,34:02:00
PS(16:1_18:2),C40 H72 O10 N1 P1,#NAME?,757.4894,PS,16:1_18:2,34:03:00
PS(16:1_20:1),C42 H78 O10 N1 P1,#NAME?,787.5363,PS,16:1_20:1,36:02:00
PS(16:1_20:1),C42 H78 O10 N1 P1,#NAME?,787.5363,PS,16:1_20:1,36:02:00
PS(16:1_20:4),C42 H72 O10 N1 P1,#NAME?,781.4894,PS,16:1_20:4,36:05:00
PS(16:2_18:0),C40 H74 O10 N1 P1,#NAME?,759.505,PS,16:2_18:0,34:02:00
PS(16:2_18:0),C40 H74 O10 N1 P1,#NAME?,759.505,PS,16:2_18:0,34:02:00
PS(18:0_18:1),C42 H80 O10 N1 P1,#NAME?,789.552,PS,18:0_18:1,36:01:00
PS(18:0_18:1),C42 H80 O10 N1 P1,#NAME?,789.552,PS,18:0_18:1,36:01:00
PS(18:1_18:1),C42 H78 O10 N1 P1,#NAME?,787.5363,PS,18:1_18:1,36:02:00
PS(18:1_18:2),C42 H76 O10 N1 P1,#NAME?,785.5207,PS,18:1_18:2,36:03:00
PS(18:1_18:2),C42 H76 O10 N1 P1,#NAME?,785.5207,PS,18:1_18:2,36:03:00
PS(18:1_18:2),C42 H76 O10 N1 P1,#NAME?,785.5207,PS,18:1_18:2,36:03:00
PS(18:1_18:3),C42 H74 O10 N1 P1,#NAME?,783.505,PS,18:1_18:3,36:04:00
PS(18:3_18:2),C42 H72 O10 N1 P1,#NAME?,781.4894,PS,18:3_18:2,36:05:00
PS(18:3_18:3),C42 H70 O10 N1 P1,#NAME?,779.4737,PS,18:3_18:3,36:06:00
PS(25:1_9:0),C40 H76 O10 N1 P1,#NAME?,761.5207,PS,25:1_9:0,34:01:00
TG(18:0_22:1_22:6),C65 H112 O6,#NAME?,988.8459,TG,18:0_22:1_22:6,62:07:00
TG(20:2e_10:3_22:4),C55 H90 O5,#NAME?,830.6788,TG,20:2e_10:3_22:4,52:9e
CerP(m20:0_21:1),C41 H82 O5 N1 P1,#NAME?,699.5931,CerP,m20:0_21:1,m41:1
CerP(t38:1+2O),C38 H76 O9 N1 P1,#NAME?,721.5258,CerP,t38:1+2O,t38:1+2O
Cer(d14:1_20:0),C34 H67 O3 N1,#NAME?,537.5121,Cer,d14:1_20:0,d34:1
Cer(d14:2_22:0),C36 H69 O3 N1,#NAME?,563.5277,Cer,d14:2_22:0,d36:2
Cer(d16:1_20:0),C36 H71 O3 N1,#NAME?,565.5434,Cer,d16:1_20:0,d36:1
Cer(d17:0_21:1),C38 H75 O3 N1,#NAME?,593.5747,Cer,d17:0_21:1,d38:1
Cer(d40:1),C40 H79 O3 N1,#NAME?,621.606,Cer,d40:1,d40:1
PC(19:0_12:3),C39 H72 O8 N1 P1,#NAME?,713.4996,PC,19:0_12:3,31:03:00
PC(30:3),C38 H70 O8 N1 P1,#NAME?,699.4839,PC,30:03:00,30:03:00
PC(32:3),C40 H74 O8 N1 P1,#NAME?,727.5152,PC,32:03:00,32:03:00
PC(32:4),C40 H72 O8 N1 P1,#NAME?,725.4996,PC,32:04:00,32:04:00
PC(33:4),C41 H74 O8 N1 P1,#NAME?,739.5152,PC,33:04:00,33:04:00
PC(51:0),C59 H118 O8 N1 P1,#NAME?,999.8595,PC,51:00:00,51:00:00
PC(8:1e_10:0),C26 H52 O7 N1 P1,#NAME?,521.3481,PC,8:1e_10:0,18:1e
DG(12:1e_20:3),C35 H62 O4,#NAME?,546.4648,DG,12:1e_20:3,32:4e
DG(36:4),C39 H68 O5,#NAME?,616.5067,DG,36:04:00,36:04:00
PI(34:2),C43 H79 O13 N0 P1,#NAME?,834.5258,PI,34:02:00,34:02:00
PI(36:3),C45 H81 O13 N0 P1,#NAME?,860.5415,PI,36:03:00,36:03:00
PI(38:6),C47 H79 O13 N0 P1,#NAME?,882.5258,PI,38:06:00,38:06:00
PI(46:0),C55 H107 O13 N0 P1,#NAME?,1006.7449,PI,46:00:00,46:00:00
PS(20:0e_12:0),C38 H76 O9 N1 P1,#NAME?,721.5258,PS,20:0e_12:0,32:0e
TG(16:0e_12:3_13:0),C44 H80 O5,#NAME?,688.6006,TG,16:0e_12:3_13:0,41:3e
TG(16:0e_13:0_22:5),C54 H96 O5,#NAME?,824.7258,TG,16:0e_13:0_22:5,51:5e
TG(20:4e_13:0_13:0),C49 H88 O5,#NAME?,756.6632,TG,20:4e_13:0_13:0,46:4e
TG(20:4e_13:0_13:0),C49 H88 O5,#NAME?,756.6632,TG,20:4e_13:0_13:0,46:4e
TG(22:5_11:3_14:3),C50 H74 O6,#NAME?,770.5485,TG,22:5_11:3_14:3,47:11:00
TG(22:6_11:3_14:3),C50 H72 O6,#NAME?,768.5329,TG,22:6_11:3_14:3,47:12:00
TG(4:0_8:0_10:0),C25 H46 O6,#NAME?,442.3294,TG,4:0_8:0_10:0,22:00
Cer(d24:1_18:1) +NH4,C42 H81 O3 N1,0,647.6216,Cer,d24:1_18:1,d42:2
Cer(d24:2_18:0+O) +NH4,C42 H81 O4 N1,0,663.6166,Cer,d24:2_18:0+O,d42:2+O
Cer(d24:2_18:0+O) +NH4,C42 H81 O4 N1,0,663.6166,Cer,d24:2_18:0+O,d42:2+O
Cer(d44:6) +NH4,C44 H77 O3 N1,0,667.5903,Cer,d44:6,d44:6
Cer(d44:7) +NH4,C44 H75 O3 N1,0,665.5747,Cer,d44:7,d44:7
Cer(d44:7) +NH4,C44 H75 O3 N1,0,665.5747,Cer,d44:7,d44:7
Cer(t18:1_26:5) +NH4,C44 H77 O4 N1,0,683.5853,Cer,t18:1_26:5,t44:6
CerP(d15:0_24:2) +NH4,C39 H76 O6 N1 P1,0,685.541,CerP,d15:0_24:2,d39:2
DG(10:0e_12:4) +NH4,C25 H42 O4,0,406.3083,DG,10:0e_12:4,22:4e
DG(16:0_16:1) +NH4,C35 H66 O5,0,566.491,DG,16:0_16:1,32:01:00
DG(16:0_18:1) +NH4,C37 H70 O5,0,594.5223,DG,16:0_18:1,34:01:00
DG(16:1_16:1) +NH4,C35 H64 O5,0,564.4754,DG,16:1_16:1,32:02:00
DG(16:1_18:1) +NH4,C37 H68 O5,0,592.5067,DG,16:1_18:1,34:02:00
DG(18:1_18:1) +NH4,C39 H72 O5,0,620.538,DG,18:1_18:1,36:02:00
DG(18:3e) +NH4,C21 H36 O4,0,352.2614,DG,18:3e,18:3e
DG(20:2) +NH4,C23 H40 O5,0,396.2876,DG,20:02,20:02
DG(22:5e) +NH4,C25 H40 O4,0,404.2927,DG,22:5e,22:5e
DG(36:3e) +NH4,C39 H72 O4,0,604.5431,DG,36:3e,36:3e
PA(21:1e) +NH4,C24 H47 O7 N0 P1,0,478.3059,PA,21:1e,21:1e
PA(38:3) +NH4,C41 H75 O8 N0 P1,0,726.52,PA,38:03:00,38:03:00
PA(39:3) +NH4,C42 H77 O8 N0 P1,0,740.5356,PA,39:03:00,39:03:00
PG(18:1_18:3) +NH4,C42 H75 O10 N0 P1,0,770.5098,PG,18:1_18:3,36:04:00
PG(26:1_10:2) +NH4,C42 H77 O10 N0 P1,0,772.5254,PG,26:1_10:2,36:03:00
PG(34:4) +NH4,C40 H71 O10 N0 P1,0,742.4785,PG,34:04:00,34:04:00
TG(11:0_14:0_18:1) +NH4,C46 H86 O6,0,734.6424,TG,11:0_14:0_18:1,43:01:00
TG(11:0_6:0_6:0) +NH4,C26 H48 O6,0,456.3451,TG,11:0_6:0_6:0,23:00
TG(14:0_14:0_16:0) +NH4,C47 H90 O6,0,750.6737,TG,14:0_14:0_16:0,44:00:00
TG(14:1_17:1_16:1) +NH4,C50 H90 O6,0,786.6737,TG,14:1_17:1_16:1,47:03:00
TG(15:0_16:0_16:0) +NH4,C50 H96 O6,0,792.7207,TG,15:0_16:0_16:0,47:00:00
TG(15:0_16:0_16:1) +NH4,C50 H94 O6,0,790.705,TG,15:0_16:0_16:1,47:01:00
TG(16:0_12:0_16:1) +NH4,C47 H88 O6,0,748.6581,TG,16:0_12:0_16:1,44:01:00
TG(16:0_12:2_11:3) +NH4,C42 H70 O6,0,670.5172,TG,16:0_12:2_11:3,39:05:00
TG(16:0_14:0_12:0) +NH4,C45 H86 O6,0,722.6424,TG,16:0_14:0_12:0,42:00:00
TG(16:0_14:0_15:0) +NH4,C48 H92 O6,0,764.6894,TG,16:0_14:0_15:0,45:00:00
TG(16:0_14:0_16:1) +NH4,C49 H92 O6,0,776.6894,TG,16:0_14:0_16:1,46:01:00
TG(16:0_14:3_11:2) +NH4,C44 H74 O6,0,698.5485,TG,16:0_14:3_11:2,41:05:00
TG(16:0_16:0_14:0) +NH4,C49 H94 O6,0,778.705,TG,16:0_16:0_14:0,46:00:00
TG(16:0_16:0_16:0) +NH4,C51 H98 O6,0,806.7363,TG,16:0_16:0_16:0,48:00:00
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,0,804.7207,TG,16:0_16:0_16:1,48:01:00
TG(16:0_16:0_18:0) +NH4,C53 H102 O6,0,834.7676,TG,16:0_16:0_18:0,50:00:00
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,0,832.752,TG,16:0_16:0_18:1,50:01:00
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,0,832.752,TG,16:0_16:0_18:1,50:01:00
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,0,832.752,TG,16:0_16:0_18:1,50:01:00
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,0,832.752,TG,16:0_16:0_18:1,50:01:00
TG(16:0_16:0_20:0) +NH4,C55 H106 O6,0,862.7989,TG,16:0_16:0_20:0,52:00:00
TG(16:0_16:1_11:1) +NH4,C46 H84 O6,0,732.6268,TG,16:0_16:1_11:1,43:02:00
TG(16:0_16:1_12:0) +NH4,C47 H88 O6,0,748.6581,TG,16:0_16:1_12:0,44:01:00
TG(16:0_16:1_14:0) +NH4,C49 H92 O6,0,776.6894,TG,16:0_16:1_14:0,46:01:00
TG(16:0_16:1_14:0) +NH4,C49 H92 O6,0,776.6894,TG,16:0_16:1_14:0,46:01:00
TG(16:0_16:1_16:0) +NH4,C51 H96 O6,0,804.7207,TG,16:0_16:1_16:0,48:01:00
TG(16:0_16:1_16:1) +NH4,C51 H94 O6,0,802.705,TG,16:0_16:1_16:1,48:02:00
TG(16:0_16:1_16:1) +NH4,C51 H94 O6,0,802.705,TG,16:0_16:1_16:1,48:02:00
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,0,830.7363,TG,16:0_16:1_18:1,50:02:00
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,0,830.7363,TG,16:0_16:1_18:1,50:02:00
TG(16:0_17:0_16:1) +NH4,C52 H98 O6,0,818.7363,TG,16:0_17:0_16:1,49:01:00
TG(16:0_17:0_18:1) +NH4,C54 H102 O6,0,846.7676,TG,16:0_17:0_18:1,51:01:00
TG(16:0_17:1_18:1) +NH4,C54 H100 O6,0,844.752,TG,16:0_17:1_18:1,51:02:00
TG(16:0_18:1_14:3) +NH4,C51 H90 O6,0,798.6737,TG,16:0_18:1_14:3,48:04:00
TG(16:0_18:1_16:0) +NH4,C53 H100 O6,0,832.752,TG,16:0_18:1_16:0,50:01:00
TG(16:0_18:1_16:0) +NH4,C53 H100 O6,0,832.752,TG,16:0_18:1_16:0,50:01:00
TG(16:0_18:1_16:1) +NH4,C53 H98 O6,0,830.7363,TG,16:0_18:1_16:1,50:02:00
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,0,858.7676,TG,16:0_18:1_18:1,52:02:00
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,0,858.7676,TG,16:0_18:1_18:1,52:02:00
TG(16:0_18:1_20:0) +NH4,C57 H108 O6,0,888.8146,TG,16:0_18:1_20:0,54:01:00
TG(16:0_18:1_6:0) +NH4,C43 H80 O6,0,692.5955,TG,16:0_18:1_6:0,40:01:00
TG(16:0_24:0_16:0) +NH4,C59 H114 O6,0,918.8615,TG,16:0_24:0_16:0,56:00:00
TG(16:1_12:0_14:0) +NH4,C45 H84 O6,0,720.6268,TG,16:1_12:0_14:0,42:01:00
TG(16:1_12:0_16:1) +NH4,C47 H86 O6,0,746.6424,TG,16:1_12:0_16:1,44:02:00
TG(16:1_13:0_16:0) +NH4,C48 H90 O6,0,762.6737,TG,16:1_13:0_16:0,45:01:00
TG(16:1_14:0_16:1) +NH4,C49 H90 O6,0,774.6737,TG,16:1_14:0_16:1,46:02:00
TG(16:1_14:1_16:1) +NH4,C49 H88 O6,0,772.6581,TG,16:1_14:1_16:1,46:03:00
TG(16:1_16:1_15:0) +NH4,C50 H92 O6,0,788.6894,TG,16:1_16:1_15:0,47:02:00
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,0,802.705,TG,16:1_16:1_16:0,48:02:00
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,0,802.705,TG,16:1_16:1_16:0,48:02:00
TG(16:1_16:1_16:1) +NH4,C51 H92 O6,0,800.6894,TG,16:1_16:1_16:1,48:03:00
TG(16:1_16:1_17:0) +NH4,C52 H96 O6,0,816.7207,TG,16:1_16:1_17:0,49:02:00
TG(16:1_16:1_17:1) +NH4,C52 H94 O6,0,814.705,TG,16:1_16:1_17:1,49:03:00
TG(16:1_16:1_18:1) +NH4,C53 H96 O6,0,828.7207,TG,16:1_16:1_18:1,50:03:00
TG(16:1_16:1_18:2) +NH4,C53 H94 O6,0,826.705,TG,16:1_16:1_18:2,50:04:00
TG(16:1_16:1_6:0) +NH4,C41 H74 O6,0,662.5485,TG,16:1_16:1_6:0,38:02:00
