Name,Formula,MainIon,Calc Mass,Class,FA,FA Group Key
TG(16:1_18:1_16:0) +NH4,C53 H98 O6,0,830.7363,TG,16:1_18:1_16:0,50:02:00
TG(16:1_18:1_16:0) +NH4,C53 H98 O6,0,830.7363,TG,16:1_18:1_16:0,50:02:00
TG(16:1_18:1_17:1) +NH4,C54 H98 O6,0,842.7363,TG,16:1_18:1_17:1,51:03:00
TG(16:1_18:1_18:1) +NH4,C55 H100 O6,0,856.752,TG,16:1_18:1_18:1,52:03:00
TG(16:1_18:1_18:3) +NH4,C55 H96 O6,0,852.7207,TG,16:1_18:1_18:3,52:05:00
TG(16:1_18:1_6:0) +NH4,C43 H78 O6,0,690.5798,TG,16:1_18:1_6:0,40:02:00
TG(16:1_18:2_18:1) +NH4,C55 H98 O6,0,854.7363,TG,16:1_18:2_18:1,52:04:00
TG(16:1_18:3_16:1) +NH4,C53 H92 O6,0,824.6894,TG,16:1_18:3_16:1,50:05:00
TG(17:0_18:1_18:1) +NH4,C56 H104 O6,0,872.7833,TG,17:0_18:1_18:1,53:02:00
TG(18:0_18:1_16:0) +NH4,C55 H104 O6,0,860.7833,TG,18:0_18:1_16:0,52:01:00
TG(18:0_18:1_16:0) +NH4,C55 H104 O6,0,860.7833,TG,18:0_18:1_16:0,52:01:00
TG(18:0_20:0_16:0) +NH4,C57 H110 O6,0,890.8302,TG,18:0_20:0_16:0,54:00:00
TG(18:0e_16:0_18:1) +NH4,C55 H106 O5,0,846.804,TG,18:0e_16:0_18:1,52:1e
TG(18:0e_16:1_16:0) +NH4,C53 H102 O5,0,818.7727,TG,18:0e_16:1_16:0,50:1e
TG(18:0e_16:1_16:1) +NH4,C53 H100 O5,0,816.7571,TG,18:0e_16:1_16:1,50:2e
TG(18:0e_16:1_18:1) +NH4,C55 H104 O5,0,844.7884,TG,18:0e_16:1_18:1,52:2e
TG(18:1_11:1_16:0) +NH4,C48 H88 O6,0,760.6581,TG,18:1_11:1_16:0,45:02:00
TG(18:1_11:2_11:2) +NH4,C43 H72 O6,0,684.5329,TG,18:1_11:2_11:2,40:05:00
TG(18:1_18:1_16:0) +NH4,C55 H102 O6,0,858.7676,TG,18:1_18:1_16:0,52:02:00
TG(18:1_18:1_17:1) +NH4,C56 H102 O6,0,870.7676,TG,18:1_18:1_17:1,53:03:00
TG(18:1_18:1_18:0) +NH4,C57 H106 O6,0,886.7989,TG,18:1_18:1_18:0,54:02:00
TG(18:1_18:1_18:1) +NH4,C57 H104 O6,0,884.7833,TG,18:1_18:1_18:1,54:03:00
TG(18:1_18:1_18:2) +NH4,C57 H102 O6,0,882.7676,TG,18:1_18:1_18:2,54:04:00
TG(18:1_18:1_18:3) +NH4,C57 H100 O6,0,880.752,TG,18:1_18:1_18:3,54:05:00
TG(18:1_18:1_19:0) +NH4,C58 H108 O6,0,900.8146,TG,18:1_18:1_19:0,55:02:00
TG(18:1_18:1_6:0) +NH4,C45 H82 O6,0,718.6111,TG,18:1_18:1_6:0,42:02:00
TG(18:1_21:0_16:0) +NH4,C58 H110 O6,0,902.8302,TG,18:1_21:0_16:0,55:01:00
TG(18:1_22:0_16:0) +NH4,C59 H112 O6,0,916.8459,TG,18:1_22:0_16:0,56:01:00
TG(19:0_18:1_16:0) +NH4,C56 H106 O6,0,874.7989,TG,19:0_18:1_16:0,53:01:00
TG(20:0_18:1_18:1) +NH4,C59 H110 O6,0,914.8302,TG,20:0_18:1_18:1,56:02:00
TG(20:0e_16:0_18:1) +NH4,C57 H110 O5,0,874.8353,TG,20:0e_16:0_18:1,54:1e
TG(20:0e_16:1_18:1) +NH4,C57 H108 O5,0,872.8197,TG,20:0e_16:1_18:1,54:2e
TG(20:0e_18:1_18:1) +NH4,C59 H112 O5,0,900.851,TG,20:0e_18:1_18:1,56:2e
TG(20:1_18:1_18:1) +NH4,C59 H108 O6,0,912.8146,TG,20:1_18:1_18:1,56:03:00
TG(20:1e_16:1_18:1) +NH4,C57 H106 O5,0,870.804,TG,20:1e_16:1_18:1,54:3e
TG(20:1e_18:1_18:1) +NH4,C59 H110 O5,0,898.8353,TG,20:1e_18:1_18:1,56:3e
TG(22:1_24:2_18:1) +NH4,C67 H122 O6,0,1022.9241,TG,22:1_24:2_18:1,64:04:00
TG(22:6_10:1_12:4) +NH4,C47 H68 O6,0,728.5016,TG,22:6_10:1_12:4,44:11:00
TG(25:0_16:0_18:1) +NH4,C62 H118 O6,0,958.8928,TG,25:0_16:0_18:1,59:01:00
TG(26:0_16:0_16:0) +NH4,C61 H118 O6,0,946.8928,TG,26:0_16:0_16:0,58:00:00
TG(26:0_16:0_18:1) +NH4,C63 H120 O6,0,972.9085,TG,26:0_16:0_18:1,60:01:00
TG(26:0_16:1_16:0) +NH4,C61 H116 O6,0,944.8772,TG,26:0_16:1_16:0,58:01:00
TG(26:0_16:1_16:1) +NH4,C61 H114 O6,0,942.8615,TG,26:0_16:1_16:1,58:02:00
TG(26:1_18:1_16:0) +NH4,C63 H118 O6,0,970.8928,TG,26:1_18:1_16:0,60:02:00
TG(26:1_18:1_16:1) +NH4,C63 H116 O6,0,968.8772,TG,26:1_18:1_16:1,60:03:00
TG(26:1_18:1_18:1) +NH4,C65 H120 O6,0,996.9085,TG,26:1_18:1_18:1,62:03:00
TG(27:0_18:1_16:0) +NH4,C64 H122 O6,0,986.9241,TG,27:0_18:1_16:0,61:01:00
TG(28:0_18:1_16:0) +NH4,C65 H124 O6,0,1000.9398,TG,28:0_18:1_16:0,62:01:00
TG(28:0_22:1_16:0) +NH4,C69 H132 O6,0,1057.0024,TG,28:0_22:1_16:0,66:01:00
TG(28:1_16:1_18:2) +NH4,C65 H118 O6,0,994.8928,TG,28:1_16:1_18:2,62:04:00
TG(28:1_18:1_16:0) +NH4,C65 H122 O6,0,998.9241,TG,28:1_18:1_16:0,62:02:00
TG(28:1_18:1_18:1) +NH4,C67 H124 O6,0,1024.9398,TG,28:1_18:1_18:1,64:03:00
TG(30:0_18:1_16:0) +NH4,C67 H128 O6,0,1028.9711,TG,30:0_18:1_16:0,64:01:00
TG(30:0_18:1_18:1) +NH4,C69 H130 O6,0,1054.9867,TG,30:0_18:1_18:1,66:02:00
TG(30:1_18:1_16:0) +NH4,C67 H126 O6,0,1026.9554,TG,30:1_18:1_16:0,64:02:00
TG(4:0_10:1_11:3) +NH4,C28 H44 O6,0,476.3138,TG,4:0_10:1_11:3,25:04:00
TG(4:0_11:1_20:0) +NH4,C38 H70 O6,0,622.5172,TG,4:0_11:1_20:0,35:01:00
TG(4:0_14:1_14:0) +NH4,C35 H64 O6,0,580.4703,TG,4:0_14:1_14:0,32:01:00
TG(4:0_14:1_16:0) +NH4,C37 H68 O6,0,608.5016,TG,4:0_14:1_16:0,34:01:00
TG(4:0_14:1_16:1) +NH4,C37 H66 O6,0,606.4859,TG,4:0_14:1_16:1,34:02:00
TG(4:0_16:0_14:0) +NH4,C37 H70 O6,0,610.5172,TG,4:0_16:0_14:0,34:00:00
TG(4:0_16:0_16:0) +NH4,C39 H74 O6,0,638.5485,TG,4:0_16:0_16:0,36:00:00
TG(4:0_16:0_18:1) +NH4,C41 H76 O6,0,664.5642,TG,4:0_16:0_18:1,38:01:00
TG(4:0_16:0_18:3) +NH4,C41 H72 O6,0,660.5329,TG,4:0_16:0_18:3,38:03:00
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,0,712.5642,TG,4:0_16:0_22:5,42:05:00
TG(4:0_16:1_14:0) +NH4,C37 H68 O6,0,608.5016,TG,4:0_16:1_14:0,34:01:00
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,0,636.5329,TG,4:0_16:1_16:0,36:01:00
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,0,636.5329,TG,4:0_16:1_16:0,36:01:00
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,0,636.5329,TG,4:0_16:1_16:0,36:01:00
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,0,636.5329,TG,4:0_16:1_16:0,36:01:00
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,0,634.5172,TG,4:0_16:1_16:1,36:02:00
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,0,634.5172,TG,4:0_16:1_16:1,36:02:00
TG(4:0_16:1_17:1) +NH4,C40 H72 O6,0,648.5329,TG,4:0_16:1_17:1,37:02:00
TG(4:0_16:1_18:1) +NH4,C41 H74 O6,0,662.5485,TG,4:0_16:1_18:1,38:02:00
TG(4:0_16:1_18:1) +NH4,C41 H74 O6,0,662.5485,TG,4:0_16:1_18:1,38:02:00
TG(4:0_16:1_18:2) +NH4,C41 H72 O6,0,660.5329,TG,4:0_16:1_18:2,38:03:00
TG(4:0_16:1_6:0) +NH4,C29 H52 O6,0,496.3764,TG,4:0_16:1_6:0,26:01:00
TG(4:0_17:1_16:0) +NH4,C40 H74 O6,0,650.5485,TG,4:0_17:1_16:0,37:01:00
TG(4:0_17:1_18:1) +NH4,C42 H76 O6,0,676.5642,TG,4:0_17:1_18:1,39:02:00
TG(4:0_18:1_16:0) +NH4,C41 H76 O6,0,664.5642,TG,4:0_18:1_16:0,38:01:00
TG(4:0_18:1_16:1) +NH4,C41 H74 O6,0,662.5485,TG,4:0_18:1_16:1,38:02:00
TG(4:0_18:1_17:0) +NH4,C42 H78 O6,0,678.5798,TG,4:0_18:1_17:0,39:01:00
TG(4:0_18:1_18:1) +NH4,C43 H78 O6,0,690.5798,TG,4:0_18:1_18:1,40:02:00
TG(4:0_18:1_20:0) +NH4,C45 H84 O6,0,720.6268,TG,4:0_18:1_20:0,42:01:00
TG(4:0_18:2_18:1) +NH4,C43 H76 O6,0,688.5642,TG,4:0_18:2_18:1,40:03:00
TG(4:0_9:0_11:1) +NH4,C27 H48 O6,0,468.3451,TG,4:0_9:0_11:1,24:01:00
TG(6:0_11:1_23:0) +NH4,C43 H80 O6,0,692.5955,TG,6:0_11:1_23:0,40:01:00
PA(36:0_22:0),C61 H121 O8 N0 P1,#NAME?,1012.8799,PA,36:0_22:0,58:00:00
PA(40:0e),C43 H87 O7 N0 P1,#NAME?,746.6189,PA,40:0e,40:0e
PA(43:2),C46 H87 O8 N0 P1,#NAME?,798.6139,PA,43:02:00,43:02:00
PA(43:2),C46 H87 O8 N0 P1,#NAME?,798.6139,PA,43:02:00,43:02:00
PA(58:0),C61 H121 O8 N0 P1,#NAME?,1012.8799,PA,58:00:00,58:00:00
PA(60:0),C63 H125 O8 N0 P1,#NAME?,1040.9112,PA,60:00:00,60:00:00
PE(16:0_18:1),C39 H76 O8 N1 P1,#NAME?,717.5309,PE,16:0_18:1,34:01:00
PE(16:0e_16:1),C37 H74 O7 N1 P1,#NAME?,675.5203,PE,16:0e_16:1,32:1e
PE(16:0e_18:1),C39 H78 O7 N1 P1,#NAME?,703.5516,PE,16:0e_18:1,34:1e
PE(16:1e_18:1),C39 H76 O7 N1 P1,#NAME?,701.5359,PE,16:1e_18:1,34:2e
PE(18:0_18:1),C41 H80 O8 N1 P1,#NAME?,745.5622,PE,18:0_18:1,36:01:00
PE(18:0e_16:1),C39 H78 O7 N1 P1,#NAME?,703.5516,PE,18:0e_16:1,34:1e
PE(18:0e_18:0),C41 H84 O7 N1 P1,#NAME?,733.5985,PE,18:0e_18:0,36:0e
PE(18:1_18:1),C41 H78 O8 N1 P1,#NAME?,743.5465,PE,18:1_18:1,36:02:00
PE(18:1e_18:1),C41 H80 O7 N1 P1,#NAME?,729.5672,PE,18:1e_18:1,36:2e
PE(18:1e_18:1),C41 H80 O7 N1 P1,#NAME?,729.5672,PE,18:1e_18:1,36:2e
PE(18:1e_18:2),C41 H78 O7 N1 P1,#NAME?,727.5516,PE,18:1e_18:2,36:3e
PE(18:1e_18:3),C41 H76 O7 N1 P1,#NAME?,725.5359,PE,18:1e_18:3,36:4e
PE(19:0_18:1),C42 H82 O8 N1 P1,#NAME?,759.5778,PE,19:0_18:1,37:01:00
PE(20:0_18:2),C43 H82 O8 N1 P1,#NAME?,771.5778,PE,20:0_18:2,38:02:00
PE(20:1e_18:1),C43 H84 O7 N1 P1,#NAME?,757.5985,PE,20:1e_18:1,38:2e
PE(34:2),C39 H74 O8 N1 P1,#NAME?,715.5152,PE,34:02:00,34:02:00
PE(8:1e_10:0),C23 H46 O7 N1 P1,#NAME?,479.3012,PE,8:1e_10:0,18:1e
PG(16:0_16:1),C38 H73 O10 N0 P1,#NAME?,720.4941,PG,16:0_16:1,32:01:00
PG(16:0_18:1),C40 H77 O10 N0 P1,#NAME?,748.5254,PG,16:0_18:1,34:01:00
PG(16:0_18:2),C40 H75 O10 N0 P1,#NAME?,746.5098,PG,16:0_18:2,34:02:00
PG(16:0_18:3),C40 H73 O10 N0 P1,#NAME?,744.4941,PG,16:0_18:3,34:03:00
PG(16:1_16:1),C38 H71 O10 N0 P1,#NAME?,718.4785,PG,16:1_16:1,32:02:00
PG(16:1_18:3),C40 H71 O10 N0 P1,#NAME?,742.4785,PG,16:1_18:3,34:04:00
PG(18:1_18:1),C42 H79 O10 N0 P1,#NAME?,774.5411,PG,18:1_18:1,36:02:00
PG(18:1_18:2),C42 H77 O10 N0 P1,#NAME?,772.5254,PG,18:1_18:2,36:03:00
PG(18:3_18:2),C42 H73 O10 N0 P1,#NAME?,768.4941,PG,18:3_18:2,36:05:00
PG(18:3_18:3),C42 H71 O10 N0 P1,#NAME?,766.4785,PG,18:3_18:3,36:06:00
PG(26:5),C32 H53 O10 N0 P1,#NAME?,628.3376,PG,26:05:00,26:05:00
PG(28:6),C34 H55 O10 N0 P1,#NAME?,654.3533,PG,28:06:00,28:06:00
PG(40:3e),C46 H87 O9 N0 P1,#NAME?,814.6088,PG,40:3e,40:3e
PI(16:0_14:1),C39 H73 O13 N0 P1,#NAME?,780.4789,PI,16:0_14:1,30:01:00
PI(16:0_16:1),C41 H77 O13 N0 P1,#NAME?,808.5102,PI,16:0_16:1,32:01:00
PI(16:0_18:1),C43 H81 O13 N0 P1,#NAME?,836.5415,PI,16:0_18:1,34:01:00
PI(16:0_18:3),C43 H77 O13 N0 P1,#NAME?,832.5102,PI,16:0_18:3,34:03:00
PI(16:1_16:1),C41 H75 O13 N0 P1,#NAME?,806.4945,PI,16:1_16:1,32:02:00
PI(16:1_18:1),C43 H79 O13 N0 P1,#NAME?,834.5258,PI,16:1_18:1,34:02:00
PI(16:1_18:3),C43 H75 O13 N0 P1,#NAME?,830.4945,PI,16:1_18:3,34:04:00
PI(18:0_18:1),C45 H85 O13 N0 P1,#NAME?,864.5728,PI,18:0_18:1,36:01:00
PI(18:0_18:2),C45 H83 O13 N0 P1,#NAME?,862.5571,PI,18:0_18:2,36:02:00
PI(18:0_18:3),C45 H81 O13 N0 P1,#NAME?,860.5415,PI,18:0_18:3,36:03:00
PI(18:1_18:1),C45 H83 O13 N0 P1,#NAME?,862.5571,PI,18:1_18:1,36:02:00
PI(18:1_18:2),C45 H81 O13 N0 P1,#NAME?,860.5415,PI,18:1_18:2,36:03:00
PI(18:2_18:2),C45 H79 O13 N0 P1,#NAME?,858.5258,PI,18:2_18:2,36:04:00
PI(18:3_18:2),C45 H77 O13 N0 P1,#NAME?,856.5102,PI,18:3_18:2,36:05:00
PI(18:3_18:3),C45 H75 O13 N0 P1,#NAME?,854.4945,PI,18:3_18:3,36:06:00
PI(30:1),C39 H73 O13 N0 P1,#NAME?,780.4789,PI,30:01:00,30:01:00
PS(16:0_18:1),C40 H76 O10 N1 P1,#NAME?,761.5207,PS,16:0_18:1,34:01:00
PS(16:1_16:1),C38 H70 O10 N1 P1,#NAME?,731.4737,PS,16:1_16:1,32:02:00
PS(16:1_18:3),C40 H70 O10 N1 P1,#NAME?,755.4737,PS,16:1_18:3,34:04:00
PS(18:1_20:2),C44 H80 O10 N1 P1,#NAME?,813.552,PS,18:1_20:2,38:03:00
PS(18:1_20:4),C44 H76 O10 N1 P1,#NAME?,809.5207,PS,18:1_20:4,38:05:00
PS(18:3_18:3),C42 H70 O10 N1 P1,#NAME?,779.4737,PS,18:3_18:3,36:06:00
PS(21:0),C27 H52 O10 N1 P1,#NAME?,581.3329,PS,21:00,21:00
PS(21:0e),C27 H54 O9 N1 P1,#NAME?,567.3536,PS,21:0e,21:0e
PS(24:1e),C30 H58 O9 N1 P1,#NAME?,607.3849,PS,24:1e,24:1e
PS(26:2e),C32 H60 O9 N1 P1,#NAME?,633.4006,PS,26:2e,26:2e
PS(33:0),C39 H76 O10 N1 P1,#NAME?,749.5207,PS,33:00:00,33:00:00
PS(33:2),C39 H72 O10 N1 P1,#NAME?,745.4894,PS,33:02:00,33:02:00
PS(34:4),C40 H70 O10 N1 P1,#NAME?,755.4737,PS,34:04:00,34:04:00
PS(36:3),C42 H76 O10 N1 P1,#NAME?,785.5207,PS,36:03:00,36:03:00
PS(36:4),C42 H74 O10 N1 P1,#NAME?,783.505,PS,36:04:00,36:04:00
PS(37:0),C43 H84 O10 N1 P1,#NAME?,805.5833,PS,37:00:00,37:00:00
PS(37:1),C43 H82 O10 N1 P1,#NAME?,803.5676,PS,37:01:00,37:01:00
PS(37:1),C43 H82 O10 N1 P1,#NAME?,803.5676,PS,37:01:00,37:01:00
PS(37:2),C43 H80 O10 N1 P1,#NAME?,801.552,PS,37:02:00,37:02:00
PS(38:3e),C44 H82 O9 N1 P1,#NAME?,799.5727,PS,38:3e,38:3e
PS(38:4),C44 H78 O10 N1 P1,#NAME?,811.5363,PS,38:04:00,38:04:00
PS(38:4e),C44 H80 O9 N1 P1,#NAME?,797.5571,PS,38:4e,38:4e
PS(38:4e),C44 H80 O9 N1 P1,#NAME?,797.5571,PS,38:4e,38:4e
PS(38:5),C44 H76 O10 N1 P1,#NAME?,809.5207,PS,38:05:00,38:05:00
PS(38:5e),C44 H78 O9 N1 P1,#NAME?,795.5414,PS,38:5e,38:5e
PS(38:6),C44 H74 O10 N1 P1,#NAME?,807.505,PS,38:06:00,38:06:00
PS(38:8),C44 H70 O10 N1 P1,#NAME?,803.4737,PS,38:08:00,38:08:00
PS(39:1),C45 H86 O10 N1 P1,#NAME?,831.5989,PS,39:01:00,39:01:00
PS(39:2e),C45 H86 O9 N1 P1,#NAME?,815.604,PS,39:2e,39:2e
