Name,LSFormula,RT,MainIon,Calc Mass,Class,FA,FA Group Key,C,H,N,O,P,S,Formula
PE(18:0p_18:1),C41 H80 O7 N1 P1,15.221,+H,729.5672,PE,18:0p_18:1,36:1p,41,80,1,7,1,,C41H80NO7P
PE(18:0p_18:2),C41 H78 O7 N1 P1,13.498,+H,727.5516,PE,18:0p_18:2,36:2p,41,78,1,7,1,,C41H78NO7P
PE(18:1_18:1),C41 H78 O8 N1 P1,11.761,+H,743.5465,PE,18:1_18:1,36:2,41,78,1,8,1,,C41H78NO8P
PE(18:1_18:1),C41 H78 O8 N1 P1,12.12,+H,743.5465,PE,18:1_18:1,36:2,41,78,1,8,1,,C41H78NO8P
PE(18:1_18:1),C41 H78 O8 N1 P1,12.284,+H,743.5465,PE,18:1_18:1,36:2,41,78,1,8,1,,C41H78NO8P
PE(18:1_18:1),C41 H78 O8 N1 P1,12.519,+H,743.5465,PE,18:1_18:1,36:2,41,78,1,8,1,,C41H78NO8P
PE(18:1_18:1),C41 H78 O8 N1 P1,13.259,+H,743.5465,PE,18:1_18:1,36:2,41,78,1,8,1,,C41H78NO8P
PE(18:1_18:2),C41 H76 O8 N1 P1,11.418,+H,741.5309,PE,18:1_18:2,36:3,41,76,1,8,1,,C41H76NO8P
PE(18:1p_18:1),C41 H78 O7 N1 P1,12.36,+H,727.5516,PE,18:1p_18:1,36:2p,41,78,1,7,1,,C41H78NO7P
PE(18:2_18:2),C41 H74 O8 N1 P1,8.696,+H,739.5152,PE,18:2_18:2,36:4,41,74,1,8,1,,C41H74NO8P
PE(18:2e_19:0),C42 H82 O7 N1 P1,16.923,+H,743.5829,PE,18:2e_19:0,37:2e,42,82,1,7,1,,C42H82NO7P
PE(18:3_18:2),C41 H72 O8 N1 P1,7.412,+H,737.4996,PE,18:3_18:2,36:5,41,72,1,8,1,,C41H72NO8P
PE(18:3_18:3),C41 H70 O8 N1 P1,6.475,+H,735.4839,PE,18:3_18:3,36:6,41,70,1,8,1,,C41H70NO8P
PE(19:0_18:3),C42 H78 O8 N1 P1,8.36,+H,755.5465,PE,19:0_18:3,37:3,42,78,1,8,1,,C42H78NO8P
PE(19:1_17:0),C41 H80 O8 N1 P1,9.447,+H,745.5622,PE,19:1_17:0,36:1,41,80,1,8,1,,C41H80NO8P
PE(19:1_20:5),C44 H76 O8 N1 P1,6.267,+H,777.5309,PE,19:1_20:5,39:6,44,76,1,8,1,,C44H76NO8P
PE(20:0_18:1),C43 H84 O8 N1 P1,16.104,+H,773.5935,PE,20:0_18:1,38:1,43,84,1,8,1,,C43H84NO8P
PE(20:0e_18:1),C43 H86 O7 N1 P1,17.138,+H,759.6142,PE,20:0e_18:1,38:1e,43,86,1,7,1,,C43H86NO7P
PE(20:0e_18:2),C43 H84 O7 N1 P1,16.033,+H,757.5985,PE,20:0e_18:2,38:2e,43,84,1,7,1,,C43H84NO7P
PE(20:0e_18:3),C43 H82 O7 N1 P1,14.847,+H,755.5829,PE,20:0e_18:3,38:3e,43,82,1,7,1,,C43H82NO7P
PE(20:0p_18:1),C43 H84 O7 N1 P1,16.855,+H,757.5985,PE,20:0p_18:1,38:1p,43,84,1,7,1,,C43H84NO7P
PE(20:1_18:1),C43 H82 O8 N1 P1,14.096,+H,771.5778,PE,20:1_18:1,38:2,43,82,1,8,1,,C43H82NO8P
PE(20:1e_18:1),C43 H84 O7 N1 P1,15.42,+H,757.5985,PE,20:1e_18:1,38:2e,43,84,1,7,1,,C43H84NO7P
PE(20:2e_19:0),C44 H86 O7 N1 P1,13.402,+H,771.6142,PE,20:2e_19:0,39:2e,44,86,1,7,1,,C44H86NO7P
PE(29:1_6:0),C40 H78 O8 N1 P1,26.92,+H,731.5465,PE,29:1_6:0,35:1,40,78,1,8,1,,C40H78NO8P
PE(34:3e),C39 H74 O7 N1 P1,9.996,+H,699.5203,PE,34:3e,34:3e,39,74,1,7,1,,C39H74NO7P
PE(36:3),C41 H76 O8 N1 P1,11.948,+H,741.5309,PE,36:3,36:3,41,76,1,8,1,,C41H76NO8P
PE(37:3e),C42 H80 O7 N1 P1,8.908,+H,741.5672,PE,37:3e,37:3e,42,80,1,7,1,,C42H80NO7P
PE(6:0_12:1),C23 H44 O8 N1 P1,1.605,+H,493.2805,PE,6:0_12:1,18:1,23,44,1,8,1,,C23H44NO8P
PE(8:0_10:0),C23 H46 O8 N1 P1,1.865,+H,495.2961,PE,8:0_10:0,18:0,23,46,1,8,1,,C23H46NO8P
PE(8:0e_10:0),C23 H48 O7 N1 P1,3.541,+H,481.3168,PE,8:0e_10:0,18:0e,23,48,1,7,1,,C23H48NO7P
PE(8:0e_10:0),C23 H48 O7 N1 P1,4.144,+H,481.3168,PE,8:0e_10:0,18:0e,23,48,1,7,1,,C23H48NO7P
PE(8:0e_10:3),C23 H42 O7 N1 P1,1.443,+H,475.2699,PE,8:0e_10:3,18:3e,23,42,1,7,1,,C23H42NO7P
PE(8:0e_10:3),C23 H42 O7 N1 P1,1.96,+H,475.2699,PE,8:0e_10:3,18:3e,23,42,1,7,1,,C23H42NO7P
PE(8:1e_10:0),C23 H46 O7 N1 P1,3.563,+H,479.3012,PE,8:1e_10:0,18:1e,23,46,1,7,1,,C23H46NO7P
PE(8:1e_10:1),C23 H44 O7 N1 P1,1.609,+H,477.2855,PE,8:1e_10:1,18:2e,23,44,1,7,1,,C23H44NO7P
PE(8:1e_10:1),C23 H44 O7 N1 P1,2.415,+H,477.2855,PE,8:1e_10:1,18:2e,23,44,1,7,1,,C23H44NO7P
PE(8:1e_9:0),C22 H44 O7 N1 P1,2.626,+H,465.2855,PE,8:1e_9:0,17:1e,22,44,1,7,1,,C22H44NO7P
PE(9:0_24:2),C38 H72 O8 N1 P1,8.634,+H,701.4996,PE,9:0_24:2,33:2,38,72,1,8,1,,C38H72NO8P
PS(14:1e_19:1),C39 H74 O9 N1 P1,6.452,+H,731.5101,PS,14:1e_19:1,33:2e,39,74,1,9,1,,C39H74NO9P
PS(16:1_18:1),C40 H74 O10 N1 P1,8.145,+H,759.505,PS,16:1_18:1,34:2,40,74,1,10,1,,C40H74NO10P
PS(16:1_18:2),C40 H72 O10 N1 P1,6.983,+H,757.4894,PS,16:1_18:2,34:3,40,72,1,10,1,,C40H72NO10P
PS(16:1_20:1),C42 H78 O10 N1 P1,10.073,+H,787.5363,PS,16:1_20:1,36:2,42,78,1,10,1,,C42H78NO10P
PS(16:1_20:1),C42 H78 O10 N1 P1,10.224,+H,787.5363,PS,16:1_20:1,36:2,42,78,1,10,1,,C42H78NO10P
PS(16:1_20:4),C42 H72 O10 N1 P1,6.535,+H,781.4894,PS,16:1_20:4,36:5,42,72,1,10,1,,C42H72NO10P
PS(16:2_18:0),C40 H74 O10 N1 P1,8.551,+H,759.505,PS,16:2_18:0,34:2,40,74,1,10,1,,C40H74NO10P
PS(16:2_18:0),C40 H74 O10 N1 P1,9.125,+H,759.505,PS,16:2_18:0,34:2,40,74,1,10,1,,C40H74NO10P
PS(18:0_18:1),C42 H80 O10 N1 P1,12.132,+H,789.552,PS,18:0_18:1,36:1,42,80,1,10,1,,C42H80NO10P
PS(18:0_18:1),C42 H80 O10 N1 P1,12.434,+H,789.552,PS,18:0_18:1,36:1,42,80,1,10,1,,C42H80NO10P
PS(18:1_18:1),C42 H78 O10 N1 P1,10.017,+H,787.5363,PS,18:1_18:1,36:2,42,78,1,10,1,,C42H78NO10P
PS(18:1_18:2),C42 H76 O10 N1 P1,8.536,+H,785.5207,PS,18:1_18:2,36:3,42,76,1,10,1,,C42H76NO10P
PS(18:1_18:2),C42 H76 O10 N1 P1,9.15,+H,785.5207,PS,18:1_18:2,36:3,42,76,1,10,1,,C42H76NO10P
PS(18:1_18:2),C42 H76 O10 N1 P1,9.785,+H,785.5207,PS,18:1_18:2,36:3,42,76,1,10,1,,C42H76NO10P
PS(18:1_18:3),C42 H74 O10 N1 P1,7.442,+H,783.505,PS,18:1_18:3,36:4,42,74,1,10,1,,C42H74NO10P
PS(18:3_18:2),C42 H72 O10 N1 P1,6.358,+H,781.4894,PS,18:3_18:2,36:5,42,72,1,10,1,,C42H72NO10P
PS(18:3_18:3),C42 H70 O10 N1 P1,5.639,+H,779.4737,PS,18:3_18:3,36:6,42,70,1,10,1,,C42H70NO10P
PS(25:1_9:0),C40 H76 O10 N1 P1,10.861,+H,761.5207,PS,25:1_9:0,34:1,40,76,1,10,1,,C40H76NO10P
TG(18:0_22:1_22:6),C65 H112 O6,17.553,+H,988.8459,TG,18:0_22:1_22:6,62:7,65,112,0,6,0,,C65H112O6
TG(20:2e_10:3_22:4),C55 H90 O5,4.487,+H,830.6788,TG,20:2e_10:3_22:4,52:9e,55,90,0,5,0,,C55H90O5
CerP(m20:0_21:1),C41 H82 O5 N1 P1,16.024,+H-H2O,699.5931,CerP,m20:0_21:1,m41:1,41,82,1,5,1,,C41H82NO5P
CerP(t38:1+2O),C38 H76 O9 N1 P1,7.373,+H-H2O,721.5258,CerP,t38:1+2O,t38:1+2O,38,76,1,9,1,,C38H76NO9P
Cer(d14:1_20:0),C34 H67 O3 N1,11.218,+HCOO,537.5121,Cer,d14:1_20:0,d34:1,34,67,1,3,0,,C34H67NO3
Cer(d14:2_22:0),C36 H69 O3 N1,12.783,+HCOO,563.5277,Cer,d14:2_22:0,d36:2,36,69,1,3,0,,C36H69NO3
Cer(d16:1_20:0),C36 H71 O3 N1,13.531,+HCOO,565.5434,Cer,d16:1_20:0,d36:1,36,71,1,3,0,,C36H71NO3
Cer(d17:0_21:1),C38 H75 O3 N1,15.838,+HCOO,593.5747,Cer,d17:0_21:1,d38:1,38,75,1,3,0,,C38H75NO3
Cer(d40:1),C40 H79 O3 N1,17.426,+HCOO,621.606,Cer,d40:1,d40:1,40,79,1,3,0,,C40H79NO3
PC(19:0_12:3),C39 H72 O8 N1 P1,8.157,+HCOO,713.4996,PC,19:0_12:3,31:3,39,72,1,8,1,,C39H72NO8P
PC(30:3),C38 H70 O8 N1 P1,4.303,+HCOO,699.4839,PC,30:3,30:3,38,70,1,8,1,,C38H70NO8P
PC(32:3),C40 H74 O8 N1 P1,4.909,+HCOO,727.5152,PC,32:3,32:3,40,74,1,8,1,,C40H74NO8P
PC(32:4),C40 H72 O8 N1 P1,5.106,+HCOO,725.4996,PC,32:4,32:4,40,72,1,8,1,,C40H72NO8P
PC(33:4),C41 H74 O8 N1 P1,11.533,+HCOO,739.5152,PC,33:4,33:4,41,74,1,8,1,,C41H74NO8P
PC(51:0),C59 H118 O8 N1 P1,11.201,+HCOO,999.8595,PC,51:0,51:0,59,118,1,8,1,,C59H118NO8P
PC(8:1e_10:0),C26 H52 O7 N1 P1,3.516,+HCOO,521.3481,PC,8:1e_10:0,18:1e,26,52,1,7,1,,C26H52NO7P
DG(12:1e_20:3),C35 H62 O4,4.288,+K,546.4648,DG,12:1e_20:3,32:4e,35,62,0,4,0,,C35H62O4
DG(36:4),C39 H68 O5,2.677,+K,616.5067,DG,36:4,36:4,39,68,0,5,0,,C39H68O5
PI(34:2),C43 H79 O13 N0 P1,4.705,+K,834.5258,PI,34:2,34:2,43,79,0,13,1,,C43H79O13P
PI(36:3),C45 H81 O13 N0 P1,4.877,+K,860.5415,PI,36:3,36:3,45,81,0,13,1,,C45H81O13P
PI(38:6),C47 H79 O13 N0 P1,4.25,+K,882.5258,PI,38:6,38:6,47,79,0,13,1,,C47H79O13P
PI(46:0),C55 H107 O13 N0 P1,2.987,+K,1006.7449,PI,46:0,46:0,55,107,0,13,1,,C55H107O13P
PS(20:0e_12:0),C38 H76 O9 N1 P1,9.854,+K,721.5258,PS,20:0e_12:0,32:0e,38,76,1,9,1,,C38H76NO9P
TG(16:0e_12:3_13:0),C44 H80 O5,16.925,+K,688.6006,TG,16:0e_12:3_13:0,41:3e,44,80,0,5,0,,C44H80O5
TG(16:0e_13:0_22:5),C54 H96 O5,20.053,+K,824.7258,TG,16:0e_13:0_22:5,51:5e,54,96,0,5,0,,C54H96O5
TG(20:4e_13:0_13:0),C49 H88 O5,18.742,+K,756.6632,TG,20:4e_13:0_13:0,46:4e,49,88,0,5,0,,C49H88O5
TG(20:4e_13:0_13:0),C49 H88 O5,19.671,+K,756.6632,TG,20:4e_13:0_13:0,46:4e,49,88,0,5,0,,C49H88O5
TG(22:5_11:3_14:3),C50 H74 O6,7.86,+K,770.5485,TG,22:5_11:3_14:3,47:11,50,74,0,6,0,,C50H74O6
TG(22:6_11:3_14:3),C50 H72 O6,6.533,+K,768.5329,TG,22:6_11:3_14:3,47:12,50,72,0,6,0,,C50H72O6
TG(4:0_8:0_10:0),C25 H46 O6,3.5,+K,442.3294,TG,4:0_8:0_10:0,22:0,25,46,0,6,0,,C25H46O6
Cer(d24:1_18:1) +NH4,C42 H81 O3 N1,8.583,+NH4,647.6216,Cer,d24:1_18:1,d42:2,42,84,2,3,0,,C42H84N2O3
Cer(d24:2_18:0+O) +NH4,C42 H81 O4 N1,4.795,+NH4,663.6166,Cer,d24:2_18:0+O,d42:2+O,42,84,2,4,0,,C42H84N2O4
Cer(d24:2_18:0+O) +NH4,C42 H81 O4 N1,22.353,+NH4,663.6166,Cer,d24:2_18:0+O,d42:2+O,42,84,2,4,0,,C42H84N2O4
Cer(d44:6) +NH4,C44 H77 O3 N1,26.981,+NH4,667.5903,Cer,d44:6,d44:6,44,80,2,3,0,,C44H80N2O3
Cer(d44:7) +NH4,C44 H75 O3 N1,17.132,+NH4,665.5747,Cer,d44:7,d44:7,44,78,2,3,0,,C44H78N2O3
Cer(d44:7) +NH4,C44 H75 O3 N1,26.516,+NH4,665.5747,Cer,d44:7,d44:7,44,78,2,3,0,,C44H78N2O3
Cer(t18:1_26:5) +NH4,C44 H77 O4 N1,4.844,+NH4,683.5853,Cer,t18:1_26:5,t44:6,44,80,2,4,0,,C44H80N2O4
CerP(d15:0_24:2) +NH4,C39 H76 O6 N1 P1,13.011,+NH4,685.541,CerP,d15:0_24:2,d39:2,39,79,2,6,1,,C39H79N2O6P
DG(10:0e_12:4) +NH4,C25 H42 O4,2.299,+NH4,406.3083,DG,10:0e_12:4,22:4e,25,45,1,4,0,,C25H45NO4
DG(16:0_16:1) +NH4,C35 H66 O5,12.816,+NH4,566.491,DG,16:0_16:1,32:1,35,69,1,5,0,,C35H69NO5
DG(16:0_18:1) +NH4,C37 H70 O5,15.142,+NH4,594.5223,DG,16:0_18:1,34:1,37,73,1,5,0,,C37H73NO5
DG(16:1_16:1) +NH4,C35 H64 O5,10.538,+NH4,564.4754,DG,16:1_16:1,32:2,35,67,1,5,0,,C35H67NO5
DG(16:1_18:1) +NH4,C37 H68 O5,12.882,+NH4,592.5067,DG,16:1_18:1,34:2,37,71,1,5,0,,C37H71NO5
DG(18:1_18:1) +NH4,C39 H72 O5,15.2,+NH4,620.538,DG,18:1_18:1,36:2,39,75,1,5,0,,C39H75NO5
DG(18:3e) +NH4,C21 H36 O4,1.601,+NH4,352.2614,DG,18:3e,18:3e,21,39,1,4,0,,C21H39NO4
DG(20:2) +NH4,C23 H40 O5,1.684,+NH4,396.2876,DG,20:2,20:2,23,43,1,5,0,,C23H43NO5
DG(22:5e) +NH4,C25 H40 O4,1.892,+NH4,404.2927,DG,22:5e,22:5e,25,43,1,4,0,,C25H43NO4
DG(36:3e) +NH4,C39 H72 O4,17.817,+NH4,604.5431,DG,36:3e,36:3e,39,75,1,4,0,,C39H75NO4
PA(21:1e) +NH4,C24 H47 O7 N0 P1,2.8,+NH4,478.3059,PA,21:1e,21:1e,24,50,1,7,1,,C24H50NO7P
PA(38:3) +NH4,C41 H75 O8 N0 P1,11.806,+NH4,726.52,PA,38:3,38:3,41,78,1,8,1,,C41H78NO8P
PA(39:3) +NH4,C42 H77 O8 N0 P1,27.466,+NH4,740.5356,PA,39:3,39:3,42,80,1,8,1,,C42H80NO8P
PG(18:1_18:3) +NH4,C42 H75 O10 N0 P1,7.442,+NH4,770.5098,PG,18:1_18:3,36:4,42,78,1,10,1,,C42H78NO10P
PG(26:1_10:2) +NH4,C42 H77 O10 N0 P1,12.118,+NH4,772.5254,PG,26:1_10:2,36:3,42,80,1,10,1,,C42H80NO10P
PG(34:4) +NH4,C40 H71 O10 N0 P1,8.137,+NH4,742.4785,PG,34:4,34:4,40,74,1,10,1,,C40H74NO10P
TG(11:0_14:0_18:1) +NH4,C46 H86 O6,19.518,+NH4,734.6424,TG,11:0_14:0_18:1,43:1,46,89,1,6,0,,C46H89NO6
TG(11:0_6:0_6:0) +NH4,C26 H48 O6,2.037,+NH4,456.3451,TG,11:0_6:0_6:0,23:0,26,51,1,6,0,,C26H51NO6
TG(14:0_14:0_16:0) +NH4,C47 H90 O6,20.587,+NH4,750.6737,TG,14:0_14:0_16:0,44:0,47,93,1,6,0,,C47H93NO6
TG(14:1_17:1_16:1) +NH4,C50 H90 O6,19.726,+NH4,786.6737,TG,14:1_17:1_16:1,47:3,50,93,1,6,0,,C50H93NO6
TG(15:0_16:0_16:0) +NH4,C50 H96 O6,21.207,+NH4,792.7207,TG,15:0_16:0_16:0,47:0,50,99,1,6,0,,C50H99NO6
TG(15:0_16:0_16:1) +NH4,C50 H94 O6,20.746,+NH4,790.705,TG,15:0_16:0_16:1,47:1,50,97,1,6,0,,C50H97NO6
TG(16:0_12:0_16:1) +NH4,C47 H88 O6,19.954,+NH4,748.6581,TG,16:0_12:0_16:1,44:1,47,91,1,6,0,,C47H91NO6
TG(16:0_12:2_11:3) +NH4,C42 H70 O6,16.272,+NH4,670.5172,TG,16:0_12:2_11:3,39:5,42,73,1,6,0,,C42H73NO6
TG(16:0_14:0_12:0) +NH4,C45 H86 O6,19.968,+NH4,722.6424,TG,16:0_14:0_12:0,42:0,45,89,1,6,0,,C45H89NO6
TG(16:0_14:0_15:0) +NH4,C48 H92 O6,20.807,+NH4,764.6894,TG,16:0_14:0_15:0,45:0,48,95,1,6,0,,C48H95NO6
TG(16:0_14:0_16:1) +NH4,C49 H92 O6,26.929,+NH4,776.6894,TG,16:0_14:0_16:1,46:1,49,95,1,6,0,,C49H95NO6
TG(16:0_14:3_11:2) +NH4,C44 H74 O6,17.658,+NH4,698.5485,TG,16:0_14:3_11:2,41:5,44,77,1,6,0,,C44H77NO6
TG(16:0_16:0_14:0) +NH4,C49 H94 O6,21.026,+NH4,778.705,TG,16:0_16:0_14:0,46:0,49,97,1,6,0,,C49H97NO6
TG(16:0_16:0_16:0) +NH4,C51 H98 O6,21.372,+NH4,806.7363,TG,16:0_16:0_16:0,48:0,51,101,1,6,0,,C51H101NO6
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,21.523,+NH4,804.7207,TG,16:0_16:0_16:1,48:1,51,99,1,6,0,,C51H99NO6
TG(16:0_16:0_18:0) +NH4,C53 H102 O6,21.658,+NH4,834.7676,TG,16:0_16:0_18:0,50:0,53,105,1,6,0,,C53H105NO6
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,15.974,+NH4,832.752,TG,16:0_16:0_18:1,50:1,53,103,1,6,0,,C53H103NO6
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,21.348,+NH4,832.752,TG,16:0_16:0_18:1,50:1,53,103,1,6,0,,C53H103NO6
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,21.963,+NH4,832.752,TG,16:0_16:0_18:1,50:1,53,103,1,6,0,,C53H103NO6
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,22.448,+NH4,832.752,TG,16:0_16:0_18:1,50:1,53,103,1,6,0,,C53H103NO6
TG(16:0_16:0_20:0) +NH4,C55 H106 O6,21.92,+NH4,862.7989,TG,16:0_16:0_20:0,52:0,55,109,1,6,0,,C55H109NO6
TG(16:0_16:1_11:1) +NH4,C46 H84 O6,19.096,+NH4,732.6268,TG,16:0_16:1_11:1,43:2,46,87,1,6,0,,C46H87NO6
TG(16:0_16:1_12:0) +NH4,C47 H88 O6,20.457,+NH4,748.6581,TG,16:0_16:1_12:0,44:1,47,91,1,6,0,,C47H91NO6
TG(16:0_16:1_14:0) +NH4,C49 H92 O6,20.558,+NH4,776.6894,TG,16:0_16:1_14:0,46:1,49,95,1,6,0,,C49H95NO6
TG(16:0_16:1_14:0) +NH4,C49 H92 O6,21.176,+NH4,776.6894,TG,16:0_16:1_14:0,46:1,49,95,1,6,0,,C49H95NO6
TG(16:0_16:1_16:0) +NH4,C51 H96 O6,21.002,+NH4,804.7207,TG,16:0_16:1_16:0,48:1,51,99,1,6,0,,C51H99NO6
TG(16:0_16:1_16:1) +NH4,C51 H94 O6,22.474,+NH4,802.705,TG,16:0_16:1_16:1,48:2,51,97,1,6,0,,C51H97NO6
TG(16:0_16:1_16:1) +NH4,C51 H94 O6,26.93,+NH4,802.705,TG,16:0_16:1_16:1,48:2,51,97,1,6,0,,C51H97NO6
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,20.962,+NH4,830.7363,TG,16:0_16:1_18:1,50:2,53,101,1,6,0,,C53H101NO6
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,27.953,+NH4,830.7363,TG,16:0_16:1_18:1,50:2,53,101,1,6,0,,C53H101NO6
TG(16:0_17:0_16:1) +NH4,C52 H98 O6,21.138,+NH4,818.7363,TG,16:0_17:0_16:1,49:1,52,101,1,6,0,,C52H101NO6
TG(16:0_17:0_18:1) +NH4,C54 H102 O6,21.437,+NH4,846.7676,TG,16:0_17:0_18:1,51:1,54,105,1,6,0,,C54H105NO6
TG(16:0_17:1_18:1) +NH4,C54 H100 O6,21.188,+NH4,844.752,TG,16:0_17:1_18:1,51:2,54,103,1,6,0,,C54H103NO6
TG(16:0_18:1_14:3) +NH4,C51 H90 O6,19.436,+NH4,798.6737,TG,16:0_18:1_14:3,48:4,51,93,1,6,0,,C51H93NO6
TG(16:0_18:1_16:0) +NH4,C53 H100 O6,26.073,+NH4,832.752,TG,16:0_18:1_16:0,50:1,53,103,1,6,0,,C53H103NO6
TG(16:0_18:1_16:0) +NH4,C53 H100 O6,27.889,+NH4,832.752,TG,16:0_18:1_16:0,50:1,53,103,1,6,0,,C53H103NO6
TG(16:0_18:1_16:1) +NH4,C53 H98 O6,21.501,+NH4,830.7363,TG,16:0_18:1_16:1,50:2,53,101,1,6,0,,C53H101NO6
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,21.803,+NH4,858.7676,TG,16:0_18:1_18:1,52:2,55,105,1,6,0,,C55H105NO6
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,27.305,+NH4,858.7676,TG,16:0_18:1_18:1,52:2,55,105,1,6,0,,C55H105NO6
TG(16:0_18:1_20:0) +NH4,C57 H108 O6,21.884,+NH4,888.8146,TG,16:0_18:1_20:0,54:1,57,111,1,6,0,,C57H111NO6
TG(16:0_18:1_6:0) +NH4,C43 H80 O6,18.41,+NH4,692.5955,TG,16:0_18:1_6:0,40:1,43,83,1,6,0,,C43H83NO6
TG(16:0_24:0_16:0) +NH4,C59 H114 O6,22.45,+NH4,918.8615,TG,16:0_24:0_16:0,56:0,59,117,1,6,0,,C59H117NO6
TG(16:1_12:0_14:0) +NH4,C45 H84 O6,19.152,+NH4,720.6268,TG,16:1_12:0_14:0,42:1,45,87,1,6,0,,C45H87NO6
TG(16:1_12:0_16:1) +NH4,C47 H86 O6,19.122,+NH4,746.6424,TG,16:1_12:0_16:1,44:2,47,89,1,6,0,,C47H89NO6
TG(16:1_13:0_16:0) +NH4,C48 H90 O6,20.235,+NH4,762.6737,TG,16:1_13:0_16:0,45:1,48,93,1,6,0,,C48H93NO6
TG(16:1_14:0_16:1) +NH4,C49 H90 O6,19.949,+NH4,774.6737,TG,16:1_14:0_16:1,46:2,49,93,1,6,0,,C49H93NO6
TG(16:1_14:1_16:1) +NH4,C49 H88 O6,19.218,+NH4,772.6581,TG,16:1_14:1_16:1,46:3,49,91,1,6,0,,C49H91NO6
TG(16:1_16:1_15:0) +NH4,C50 H92 O6,20.346,+NH4,788.6894,TG,16:1_16:1_15:0,47:2,50,95,1,6,0,,C50H95NO6
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,20.536,+NH4,802.705,TG,16:1_16:1_16:0,48:2,51,97,1,6,0,,C51H97NO6
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,21.153,+NH4,802.705,TG,16:1_16:1_16:0,48:2,51,97,1,6,0,,C51H97NO6
TG(16:1_16:1_16:1) +NH4,C51 H92 O6,19.921,+NH4,800.6894,TG,16:1_16:1_16:1,48:3,51,95,1,6,0,,C51H95NO6
TG(16:1_16:1_17:0) +NH4,C52 H96 O6,20.799,+NH4,816.7207,TG,16:1_16:1_17:0,49:2,52,99,1,6,0,,C52H99NO6
TG(16:1_16:1_17:1) +NH4,C52 H94 O6,20.373,+NH4,814.705,TG,16:1_16:1_17:1,49:3,52,97,1,6,0,,C52H97NO6
TG(16:1_16:1_18:1) +NH4,C53 H96 O6,20.508,+NH4,828.7207,TG,16:1_16:1_18:1,50:3,53,99,1,6,0,,C53H99NO6
TG(16:1_16:1_18:2) +NH4,C53 H94 O6,20.208,+NH4,826.705,TG,16:1_16:1_18:2,50:4,53,97,1,6,0,,C53H97NO6
TG(16:1_16:1_6:0) +NH4,C41 H74 O6,16.026,+NH4,662.5485,TG,16:1_16:1_6:0,38:2,41,77,1,6,0,,C41H77NO6
TG(16:1_18:1_16:0) +NH4,C53 H98 O6,26.026,+NH4,830.7363,TG,16:1_18:1_16:0,50:2,53,101,1,6,0,,C53H101NO6
